N24_Amp1_fmax12_1,N24_Amp1_fmax12_2,N24_Amp1_fmax12_3,N24_Amp1_fmax12_4,N24_Amp1_fmax12_5,N24_Amp1_fmax12_6,N24_Amp1_fmax12_7,N24_Amp1_fmax12_8,N24_Amp1_fmax12_9,N24_Amp1_fmax12_10,N24_Amp1_fmax12_11,N24_Amp1_fmax12_12,N24_Amp1_fmax12_13,N24_Amp1_fmax12_14,N24_Amp1_fmax12_15,N24_Amp1_fmax12_16,N24_Amp1_fmax8_1,N24_Amp1_fmax8_2,N24_Amp1_fmax8_3,N24_Amp1_fmax8_4,N24_Amp1_fmax8_5,N24_Amp1_fmax8_6,N24_Amp1_fmax8_7,N24_Amp1_fmax8_8,N24_Amp1_fmax8_9,N24_Amp1_fmax8_10,N24_Amp1_fmax8_11,N24_Amp1_fmax8_12,N24_Amp1_fmax8_13,N24_Amp1_fmax8_14,N24_Amp1_fmax8_15,N24_Amp1_fmax8_16,N24_Amp1_fmax6_1,N24_Amp1_fmax6_2,N24_Amp1_fmax6_3,N24_Amp1_fmax6_4,N24_Amp1_fmax6_5,N24_Amp1_fmax6_6,N24_Amp1_fmax6_7,N24_Amp1_fmax6_8,N24_Amp1_fmax6_9,N24_Amp1_fmax6_10,N24_Amp1_fmax6_11,N24_Amp1_fmax6_12,N24_Amp1_fmax6_13,N24_Amp1_fmax6_14,N24_Amp1_fmax6_15,N24_Amp1_fmax6_16,N24_Amp2_fmax12_1,N24_Amp2_fmax12_2,N24_Amp2_fmax12_3,N24_Amp2_fmax12_4,N24_Amp2_fmax12_5,N24_Amp2_fmax12_6,N24_Amp2_fmax12_7,N24_Amp2_fmax12_8,N24_Amp2_fmax12_9,N24_Amp2_fmax12_10,N24_Amp2_fmax12_11,N24_Amp2_fmax12_12,N24_Amp2_fmax12_13,N24_Amp2_fmax12_14,N24_Amp2_fmax12_15,N24_Amp2_fmax12_16,N24_Amp2_fmax8_1,N24_Amp2_fmax8_2,N24_Amp2_fmax8_3,N24_Amp2_fmax8_4,N24_Amp2_fmax8_5,N24_Amp2_fmax8_6,N24_Amp2_fmax8_7,N24_Amp2_fmax8_8,N24_Amp2_fmax8_9,N24_Amp2_fmax8_10,N24_Amp2_fmax8_11,N24_Amp2_fmax8_12,N24_Amp2_fmax8_13,N24_Amp2_fmax8_14,N24_Amp2_fmax8_15,N24_Amp2_fmax8_16,N24_Amp2_fmax6_1,N24_Amp2_fmax6_2,N24_Amp2_fmax6_3,N24_Amp2_fmax6_4,N24_Amp2_fmax6_5,N24_Amp2_fmax6_6,N24_Amp2_fmax6_7,N24_Amp2_fmax6_8,N24_Amp2_fmax6_9,N24_Amp2_fmax6_10,N24_Amp2_fmax6_11,N24_Amp2_fmax6_12,N24_Amp2_fmax6_13,N24_Amp2_fmax6_14,N24_Amp2_fmax6_15,N24_Amp2_fmax6_16,N48_Amp1_fmax24_1,N48_Amp1_fmax24_2,N48_Amp1_fmax24_3,N48_Amp1_fmax24_4,N48_Amp1_fmax24_5,N48_Amp1_fmax24_6,N48_Amp1_fmax24_7,N48_Amp1_fmax24_8,N48_Amp1_fmax24_9,N48_Amp1_fmax24_10,N48_Amp1_fmax24_11,N48_Amp1_fmax24_12,N48_Amp1_fmax24_13,N48_Amp1_fmax24_14,N48_Amp1_fmax24_15,N48_Amp1_fmax24_16,N48_Amp1_fmax16_1,N48_Amp1_fmax16_2,N48_Amp1_fmax16_3,N48_Amp1_fmax16_4,N48_Amp1_fmax16_5,N48_Amp1_fmax16_6,N48_Amp1_fmax16_7,N48_Amp1_fmax16_8,N48_Amp1_fmax16_9,N48_Amp1_fmax16_10,N48_Amp1_fmax16_11,N48_Amp1_fmax16_12,N48_Amp1_fmax16_13,N48_Amp1_fmax16_14,N48_Amp1_fmax16_15,N48_Amp1_fmax16_16,N48_Amp1_fmax12_1,N48_Amp1_fmax12_2,N48_Amp1_fmax12_3,N48_Amp1_fmax12_4,N48_Amp1_fmax12_5,N48_Amp1_fmax12_6,N48_Amp1_fmax12_7,N48_Amp1_fmax12_8,N48_Amp1_fmax12_9,N48_Amp1_fmax12_10,N48_Amp1_fmax12_11,N48_Amp1_fmax12_12,N48_Amp1_fmax12_13,N48_Amp1_fmax12_14,N48_Amp1_fmax12_15,N48_Amp1_fmax12_16,N48_Amp2_fmax24_1,N48_Amp2_fmax24_2,N48_Amp2_fmax24_3,N48_Amp2_fmax24_4,N48_Amp2_fmax24_5,N48_Amp2_fmax24_6,N48_Amp2_fmax24_7,N48_Amp2_fmax24_8,N48_Amp2_fmax24_9,N48_Amp2_fmax24_10,N48_Amp2_fmax24_11,N48_Amp2_fmax24_12,N48_Amp2_fmax24_13,N48_Amp2_fmax24_14,N48_Amp2_fmax24_15,N48_Amp2_fmax24_16,N48_Amp2_fmax16_1,N48_Amp2_fmax16_2,N48_Amp2_fmax16_3,N48_Amp2_fmax16_4,N48_Amp2_fmax16_5,N48_Amp2_fmax16_6,N48_Amp2_fmax16_7,N48_Amp2_fmax16_8,N48_Amp2_fmax16_9,N48_Amp2_fmax16_10,N48_Amp2_fmax16_11,N48_Amp2_fmax16_12,N48_Amp2_fmax16_13,N48_Amp2_fmax16_14,N48_Amp2_fmax16_15,N48_Amp2_fmax16_16,N48_Amp2_fmax12_1,N48_Amp2_fmax12_2,N48_Amp2_fmax12_3,N48_Amp2_fmax12_4,N48_Amp2_fmax12_5,N48_Amp2_fmax12_6,N48_Amp2_fmax12_7,N48_Amp2_fmax12_8,N48_Amp2_fmax12_9,N48_Amp2_fmax12_10,N48_Amp2_fmax12_11,N48_Amp2_fmax12_12,N48_Amp2_fmax12_13,N48_Amp2_fmax12_14,N48_Amp2_fmax12_15,N48_Amp2_fmax12_16
0.316,0.356,0.362,0.332,0.328,0.322,0.332,0.342,0.354,0.326,0.334,0.332,0.332,0.364,0.326,0.04,0.382,0.428,0.43,0.41,0.406,0.418,0.41,0.404,0.41,0.414,0.402,0.412,0.412,0.418,0.35,0.058,0.426,0.492,0.484,0.438,0.474,0.46,0.446,0.46,0.468,0.444,0.466,0.45,0.458,0.468,0.408,0.176,0.984,0.982,0.982,0.98,0.98,0.984,0.984,0.986,0.986,0.988,0.988,0.986,0.972,0.986,0.976,0.06,0.99,0.994,0.99,0.992,0.99,0.992,0.992,0.992,0.992,0.988,0.992,0.984,0.992,0.99,0.99,0.256,0.99,0.992,0.992,0.994,0.992,0.994,0.99,0.992,0.992,0.99,0.99,0.994,0.992,0.994,0.992,0.776,0.796,0.798,0.8,0.802,0.806,0.794,0.806,0.818,0.82,0.802,0.818,0.792,0.794,0.8,0.82,0,0.834,0.852,0.83,0.858,0.846,0.85,0.822,0.834,0.83,0.864,0.85,0.832,0.836,0.84,0.856,0,0.842,0.864,0.866,0.868,0.86,0.852,0.842,0.864,0.858,0.844,0.88,0.868,0.866,0.868,0.872,0.034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.064
